cityLabel,population,gps
Avondale Estates,2960,Point(-84.265 33.7708)
Pleasant Valley,2961,Point(-94.4781 39.2203)
Delphi,2961,Point(-86.6717 40.5875)
Amery,2962,Point(-92.362777777 45.309722222)
Münchenbernsdorf,2962,Point(11.933333333 50.816666666)
Havana,2963,Point(-90.06 40.2969)
Zillah,2964,Point(-120.261 46.4036)
Shallowater,2964,Point(-101.998 33.6889)
Enderby,2964,Point(-119.14 50.5508)
Big Lake,2965,Point(-101.458888888 31.193888888)
Leesburg,2965,Point(-84.170833333 31.732777777)
Roman,2966,Point(23.926284 43.146794)
Philippi,2966,Point(-80.043333333 39.151666666)
Millen,2966,Point(-81.94194 32.80528)
Sublimity,2967,Point(-122.792777777 44.829722222)
Weed,2967,Point(-122.384444444 41.424166666)
West Burlington,2968,Point(-91.164444444 40.820277777)
Medina,2969,Point(-122.23278 47.62639)
Park Hills,2970,Point(-84.5308 39.0703)
Keego Harbor,2970,Point(-83.343888888 42.608055555)
Green Forest,2972,Point(-93.432777777 36.335)
Green Forest,2972,Point(-93.4281 36.3344)
Brent,2972,Point(-87.174982 32.94024)
Summerset,2972,Point(-103.345555555 44.1975)
Hooks,2973,Point(-94.2803 33.4694)
Șura Mare,2974,Point(24.145 45.851111111)
Frostproof,2975,Point(-81.530555555 27.746111111)
Hel,2975,Point(18.783333333 54.616666666)
Friedland (Niederlausitz),2975,Point(14.2635 52.105027777)
Liebenau,2975,Point(9.283333333 51.483333333)
Kock,2976,Point(22.45 51.65)
Williston,2976,Point(-82.446666666 29.386944444)
Park Hills,2977,Point(-84.5308 39.0703)
Braniștea,2978,Point(25.577378 44.67947)
Bonțida,2979,Point(23.8 46.9)
Kingwood,2980,Point(-79.685 39.471666666)
Nebra,2980,Point(11.577378994 51.286671862)
Staples,2981,Point(-94.792222222 46.355555555)
Hanceville,2982,Point(-86.760908 34.063463)
Lead,2982,Point(-103.765833333 44.350833333)
Cigánd,2982,Point(21.891666666 48.263055555)
Anamosa,2983,Point(-91.281388888 42.108888888)
Martvili,2984,Point(42.377777777 42.413888888)
Pawhuska,2984,Point(-96.333055555 36.669166666)
Clyde Hill,2984,Point(-122.216666666 47.630277777)
Heavener,2985,Point(-94.6042 34.8892)
Perham,2985,Point(-95.57254 46.5944)
Kańczuga,2986,Point(22.416666666 49.983333333)
Krivodol,2986,Point(23.481293 43.371692)
Follansbee,2986,Point(-80.594166666 40.333055555)
Miziya,2987,Point(23.854676 43.691564)
Staples,2989,Point(-94.792222222 46.355555555)
Stia,2990,Point(11.709444444 43.803888888)
Chorzele,2990,Point(20.9 53.25)
Chorzele,2990,Point(20.89728 53.26075)
Limanu,2990,Point(28.52827 43.799105)
Tybee Island,2990,Point(-80.849444444 32.006666666)
Inman,2990,Point(-82.090277777 35.0475)
Simpsonville,2990,Point(-85.3531 38.2183)
McCall,2991,Point(-116.10306 44.91083)
Oak Ridge North,2991,Point(-95.44389 30.15861)
Lindow (Mark),2991,Point(12.983333333 52.966666666)
Dömitz,2991,Point(11.263333333 53.138333333)
Frostproof,2992,Point(-81.530555555 27.746111111)
South Pittsburg,2992,Point(-85.710555555 35.008333333)
Rhens,2992,Point(7.618055555 50.280555555)
Ava,2993,Point(-92.663055555 36.956388888)
Hillsboro,2993,Point(-97.2025 38.3514)
Mogoșești,2994,Point(27.5167 47.0333)
David City,2995,Point(-97.126388888 41.254444444)
"Wielbark, Warmian-Masurian Voivodeship",2996,Point(20.93333 53.38333)
Mărăcineni,2996,Point(26.824212 45.177305)
Parowan,2996,Point(-112.831111111 37.841111111)
Bughea de Sus,2997,Point(25.032835 45.298123)
Chatfield,2997,Point(-92.186944444 43.846111111)
Williamstown,2997,Point(-81.450555555 39.399444444)
Norsup,2998,Point(167.4004 -16.0654)
Marjayoun,3000,Point(35.583333333 33.366666666)
New Qena,3000,Point(32.739111111 26.231805555)
Gladwin,3001,Point(-84.486388888 43.980833333)
Nocona,3002,Point(-97.7264 33.7883)
"Schöneck, Saxony",3002,Point(12.327311111 50.390519444)
Midway,3004,Point(-84.4625 30.49472)
Rushville,3005,Point(-90.563055555 40.121111111)
St. Paul,3005,Point(-90.736773 38.849951)
Verona,3006,Point(-88.7181 34.1883)
Ruleville,3007,Point(-90.5492 33.7269)
Olney,3007,Point(-98.758333333 33.368055555)
DeCordova,3007,Point(-97.695 32.43)
Iron River,3007,Point(-88.642222222 46.092777777)
Tsalka,3008,Point(44.095277777 41.598333333)
Eagle Lake,3008,Point(-81.754722222 27.979722222)
Grosse Pointe Shores,3008,Point(-82.870833333 42.438611111)
Făurei,3008,Point(27.2728 45.0842)
Șag,3009,Point(21.1669 45.6517)
Pârscov,3009,Point(26.54802 45.288818)
Liberty,3009,Point(-82.695 34.788333333)
Belitsa,3010,Point(23.562883 41.947846)
Holmes Beach,3010,Point(-82.715833333 27.509722222)
Mangum,3010,Point(-99.505277777 34.878055555)
Flemingsburg,3010,Point(-83.7375 38.4206)
Belitsa,3011,Point(23.562883 41.947846)
Gurkovo,3011,Point(25.795722 42.657393)
Q12215069,3011,Point(43.43 16.88)
Al Hinakiyah,3012,Point(40.6627762 24.9123884)
Pickens,3012,Point(-82.7075 34.881666666)
Krasnobród,3013,Point(23.183333333 50.533333333)
Pyzdry,3014,Point(17.683333333 52.166666666)
Pyzdry,3014,Point(17.69005 52.17056)
Sălard,3014,Point(22.028414 47.223981)
Algona,3014,Point(-122.254 47.2822)
Bethel Heights,3015,Point(-94.127777777 36.222777777)
Dacono,3015,Point(-104.945 40.0758)
Tonkawa,3015,Point(-97.309166666 36.680277777)
Atkins,3016,Point(-92.9383 35.2436)
Solon,3018,Point(-91.495833333 41.806666666)
Margonin,3019,Point(17.083333333 52.966666666)
Utashinai,3019,Point(142.034444444 43.521388888)
Brazoria,3019,Point(-95.5675 29.0472)
Voinești,3020,Point(27.4333 47.0833)
Jacksonville,3020,Point(-122.967222222 42.314444444)
Onalaska,3020,Point(-95.1067 30.8078)
Nyírbogát,3020,Point(22.060555555 47.801666666)
Adenau,3020,Point(6.932777777 50.3825)
Belitsa,3021,Point(23.562883 41.947846)
Bad Axe,3021,Point(-83.000833333 43.801944444)
Milaca,3021,Point(-93.654444444 45.755833333)
Belitsa,3022,Point(23.562883 41.947846)
Quanah,3022,Point(-99.741944444 34.295555555)
Bozcaada,3023,Point(26.05 39.816666666)
Schela,3023,Point(27.830881 45.507977)
Williams,3023,Point(-112.19 35.249444444)
Sonora,3024,Point(-100.644 30.5681)
Bishopville,3024,Point(-80.248888888 34.218888888)
Belitsa,3025,Point(23.562883 41.947846)
Dărăști-Ilfov,3026,Point(26.01666667 44.31666667)
Sonora,3027,Point(-100.644 30.5681)
Iuka,3028,Point(-88.195833333 34.810555555)
Enderby,3028,Point(-119.14 50.5508)
Belitsa,3029,Point(23.562883 41.947846)
Hamilton,3029,Point(-91.3376 40.3965)
Iron River,3029,Point(-88.642222222 46.092777777)
Bicknell,3029,Point(-87.3081 38.7736)
Belitsa,3030,Point(23.562883 41.947846)
Q12207042,3030,Point(43.7 16.05)
Căpleni,3031,Point(22.5 47.716666666)
Rebrișoara,3031,Point(24.451735 47.287478)
Hănțești,3032,Point(26.36666667 47.75)
Bürgel,3032,Point(11.753888888 50.941388888)
Sanislău,3033,Point(22.325867 47.641459)
Starchiojd,3033,Point(26.188097 45.322763)
Nocona,3033,Point(-97.7264 33.7883)
Kenova,3033,Point(-82.5786 38.3997)
Žiežmariai,3034,Point(24.438888888 54.805555555)
Liebling,3034,Point(21.32028 45.57944)
Tishomingo,3034,Point(-96.6775 34.235555555)
Schönewalde,3034,Point(13.226694444 51.814138888)
Hălchiu,3035,Point(25.543799 45.761028)
Eldora,3035,Point(-93.101388888 42.360277777)
Shavano Park,3035,Point(-98.5544 29.5858)
Wilder,3035,Point(-84.4775 39.0472)
Baia de Arieș,3035,Point(23.279722222 46.379444444)
Attica,3036,Point(-87.2469 40.2903)
Mirosławiec,3037,Point(16.087222222 53.343888888)
Valley,3037,Point(-96.348333333 41.314166666)
Borsodnádasd,3037,Point(20.242777777 48.123055555)
Waischenfeld,3037,Point(11.35 49.85)
Weaver,3038,Point(-85.808541 33.755701)
Floydada,3038,Point(-101.337222222 33.983888888)
Benton City,3038,Point(-119.488333333 46.267777777)
Washburn,3039,Point(-90.897777777 46.673888888)
Hamburg,3039,Point(-91.798333333 33.2275)
Central City,3039,Point(-98.0025 41.1139)
Rocklin,3039,Point(-121.246666666 38.8)
Marion,3039,Point(-88.07889 37.3325)
Belitsa,3040,Point(23.562883 41.947846)
Gologanu,3040,Point(27.26666667 45.61666667)
Chociwel,3041,Point(15.339722222 53.466111111)
New Prague,3041,Point(-93.576111111 44.543333333)
Grantville,3041,Point(-84.8269 33.2372)
Karnes City,3042,Point(-97.9 28.8833)
North Sioux City,3042,Point(-96.4996738 42.5350073)
Baghdati,3043,Point(42.824722222 42.067777777)
Van Alstyne,3046,Point(-96.5786 33.4239)
Corunna,3046,Point(-84.117777777 42.981944444)
Bushnell,3047,Point(-82.114166666 28.663888888)
Montezuma,3047,Point(-84.0272 32.3028)
Bärnau,3047,Point(12.436111111 49.810277777)
San Miguel de Los Bancos,3048,Point(-78.895114 0.022899)
Yerington,3048,Point(-119.165277777 38.985277777)
Taft,3048,Point(-97.3944 27.9786)
Micula,3049,Point(22.949713 47.899742)
Oak Ridge North,3049,Point(-95.44389 30.15861)
Walsenburg,3049,Point(-104.783888888 37.626666666)
Ontario,3049,Point(-82.6031 40.7689)
Slobozia Conachi,3050,Point(27.78333333 45.58333333)
Lodi,3050,Point(-89.531111111 43.314166666)
Atoka,3052,Point(-96.1275 34.384166666)
Port Richey,3052,Point(-82.723055555 28.274722222)
Pontecesures (San Xulián),3052,Point(-8.650097197 42.725514161)
Dobiegniew,3055,Point(15.75 52.966666666)
Jeziorany,3055,Point(20.747577777 53.975902777)
Little Flock,3055,Point(-94.136666666 36.388055555)
Potterville,3055,Point(-84.738888888 42.629166666)
Porto Inglês,3056,Point(-23.208333333 15.1375)
DeWitt,3056,Point(-91.336944444 34.291388888)
Cut Bank,3056,Point(-112.331111111 48.634722222)
Eunice,3056,Point(-103.162 32.44)
Merkendorf,3056,Point(10.683333333 49.2)
Chaffee,3057,Point(-89.6594 37.1797)
Oak Ridge North,3057,Point(-95.44389 30.15861)
Canton,3057,Point(-96.590833333 43.302222222)
Cactus,3057,Point(-102.002222222 36.046111111)
Proctor,3057,Point(-92.225555555 46.747222222)
Wesenberg,3057,Point(12.966666666 53.283333333)
Beulah,3058,Point(-101.777222222 47.268055555)
Soda Springs,3058,Point(-111.596 42.6581)
Jirlău,3059,Point(27.188292 45.166208)
Iuka,3059,Point(-88.195833333 34.810555555)
Valchi Dol,3060,Point(27.547791 43.406211)
Valchi Dol,3060,Point(27.55 43.4)
Hogansville,3060,Point(-84.9092 33.17)
Waldenburg,3060,Point(9.633333333 49.183333333)
Madison,3061,Point(-83.416666666 30.466666666)
Richwood,3061,Point(-80.536666666 38.223611111)
Bărăganul,3062,Point(27.515151 44.810679)
Savanna,3062,Point(-90.14 42.09)
West Lake Hills,3063,Point(-97.806666666 30.289722222)
Cashmere,3063,Point(-120.468888888 47.519444444)
Tămășeni,3064,Point(26.9505 46.994)
Sisters,3064,Point(-121.548888888 44.290833333)
Burns,3064,Point(-119.0541032 43.5862607)
Springtown,3064,Point(-97.6825 32.9675)
Mitocu Dragomirnei,3065,Point(26.25 47.73333333)
Sânandrei,3065,Point(21.164166666 45.910555555)
Newcastle,3065,Point(-104.209444444 43.853055555)
Garner,3065,Point(-93.604166666 43.098055555)
Nicolae Bălcescu,3066,Point(28.383333333 44.383333333)
Bandon,3066,Point(-124.411944444 43.118888888)
Ellsworth,3066,Point(-98.2292 38.7319)
Canton,3066,Point(-96.590833333 43.302222222)
Klütz,3067,Point(11.166666666 53.966666666)
Walsenburg,3068,Point(-104.783888888 37.626666666)
Williamsburg,3068,Point(-92.012222222 41.664166666)
Aasiaat,3069,Point(-52.869444444 68.709722222)
Lanchkhuti,3069,Point(42.036111111 42.0875)
Gladwin,3069,Point(-84.486388888 43.980833333)
Belitsa,3071,Point(23.562883 41.947846)
Sherrill,3071,Point(-75.599166666 43.070833333)
Baldwyn,3071,Point(-88.635333333 34.509555555)
Clare,3071,Point(-84.768611111 43.819444444)
Weißenberg,3071,Point(14.666666666 51.2)
Bertea,3072,Point(25.869302 45.230306)
Klundert,3072,Point(4.5289 51.6628)
Warta,3073,Point(18.625083333 51.710333333)
Rogersville,3073,Point(-93.0581 37.1175)
Okemah,3074,Point(-96.305555555 35.431111111)
Lipovu,3075,Point(23.63333333 44.1)
Cottleville,3075,Point(-90.6533 38.7519)
Al Misrakh District,3076,Point(44.0375 13.47)
Bamberg,3076,Point(-81.031944444 33.298333333)
Buckner,3076,Point(-94.1983 39.1347)
Mannford,3076,Point(-96.342222222 36.126111111)
Madison,3076,Point(-81.818333333 38.061944444)
Sherrill,3077,Point(-75.599166666 43.070833333)
Calais,3079,Point(-67.2425 45.1661)
Rush City,3079,Point(-92.965555555 45.685555555)
Ripley,3079,Point(-81.714166666 38.821111111)
Cogealac,3081,Point(28.558185 44.557959)
Shady Cove,3081,Point(-122.816 42.61)
Raymond,3081,Point(-123.738055555 46.679722222)
Bicaz-Chei,3082,Point(25.875322 46.827855)
Hideaway,3083,Point(-95.4578496 32.4889587)
Williamson,3083,Point(-82.279722222 37.673888888)
Dadeville,3084,Point(-85.764288 32.832059)
Buffalo,3084,Point(-93.094444444 37.643611111)
Ainaro,3085,Point(125.5 -8.983333333)
Galena,3085,Point(-94.6356 37.0744)
Horace,3085,Point(-96.904166666 46.759722222)
Gornja Radgona,3086,Point(15.988345636 46.681005313)
Lunca Ilvei,3086,Point(24.98333333 47.36666667)
Mount Morris,3086,Point(-83.7 43.116666666)
Ashland,3086,Point(-96.3725 41.040555555)
Early,3087,Point(-98.9411 31.7447)
Dravograd,3088,Point(15.017967473 46.59004243)
Haskell,3089,Point(-99.7344 33.1603)
Needville,3089,Point(-95.84 29.3983)
Heyburn,3089,Point(-113.763 42.5561)
Skopelos,3090,Point(23.71666667 39.11666667)
El Lago,3090,Point(-95.0436 29.5722)
Peciu Nou,3092,Point(21.058055555 45.605277777)
Dragoman,3093,Point(22.929661 42.921714)
Tetritsqaro,3093,Point(44.466666666 41.55)
Birštonas,3094,Point(24.029166666 54.605555555)
Bobowa,3094,Point(20.944722222 49.708611111)
Vadu Pașii,3094,Point(26.884618 45.159086)
Weißenstadt,3094,Point(11.884722222 50.100833333)
Hamilton,3095,Point(-98.1203 31.7033)
Bănești,3096,Point(25.766666666 45.1)
Jilavele,3096,Point(26.53333333 44.76666667)
Hanceville,3096,Point(-86.760908 34.063463)
Poiana Câmpina,3097,Point(25.713026 45.129053)
Manistique,3097,Point(-86.249722222 45.957777777)
Belitsa,3098,Point(23.562883 41.947846)
Ithaca,3098,Point(-84.6075 43.291666666)
San Saba,3099,Point(-98.725 31.1953)
Chandler,3100,Point(-96.889722222 35.709166666)
Saulkrasti,3100,Point(24.416388888 57.263611111)
Spring Hill,3100,Point(-94.8292 38.7453)
Fridingen an der Donau,3100,Point(8.932777777 48.020555555)
Prescott,3101,Point(-93.381944444 33.8025)
Tishomingo,3101,Point(-96.6775 34.235555555)
Chickamauga,3101,Point(-85.2928 34.8747)
Pătulele,3102,Point(22.781686 44.34551)
Kotzebue,3102,Point(-162.583333333 66.897222222)
Grantville,3103,Point(-84.8269 33.2372)
Wolframs-Eschenbach,3103,Point(10.72519 49.2264)
Kirchenlamitz,3103,Point(11.95 50.15)
Staples,3104,Point(-94.792222222 46.355555555)
Nashville,3105,Point(-89.3770174 38.3541876)
Kingman,3105,Point(-98.1139 37.6469)
South Pittsburg,3106,Point(-85.710555555 35.008333333)
Elma,3107,Point(-123.406388888 47.005555555)
Atoka,3107,Point(-96.1275 34.384166666)
Grand Saline,3107,Point(-95.7114 32.6778)
Vedea,3108,Point(25.788601 43.782175)
Crystal River,3108,Point(-82.593611111 28.900555555)
Kaspichan,3111,Point(27.16095 43.315173)
King City,3111,Point(-122.803055555 45.401111111)
Karnes City,3111,Point(-97.9 28.8833)
Henrietta,3111,Point(-98.2 33.816666666)
Deer Lodge,3111,Point(-112.733055555 46.396111111)
Dridu,3112,Point(26.45 44.7)
Salmon,3112,Point(-113.903 45.1781)
Eibelstadt,3112,Point(10.000833333 49.723888888)
Belitsa,3113,Point(23.562883 41.947846)
Wojnicz,3113,Point(20.83833333 49.95777778)
Vințu de Jos,3113,Point(23.485833333 45.994444444)
Gravette,3113,Point(-94.4525 36.42)
Tybee Island,3114,Point(-80.849444444 32.006666666)
Shabla,3115,Point(28.53112 43.535504)
Shabla,3115,Point(28.534166666 43.539722222)
Semmes,3115,Point(-88.259 30.778)
Soperton,3115,Point(-82.5928 32.3761)
Prichsenstadt,3115,Point(10.35 49.8167)
New Madrid,3116,Point(-89.535833333 36.587777777)
West Lake Hills,3116,Point(-97.806666666 30.289722222)
San Saba,3117,Point(-98.725 31.1953)
Momence,3117,Point(-87.666666666 41.166666666)
Bushnell,3117,Point(-90.5044494 40.5517567)
Minden,3118,Point(-98.947694444 40.498527777)
Clare,3118,Point(-84.768611111 43.819444444)
Unadilla,3118,Point(-83.7367 32.2597)
Sulina,3118,Point(29.652777777 45.159444444)
Stadtsteinach,3118,Point(11.5 50.166666666)
Wright City,3119,Point(-91.0242 38.8278)
Salmon,3119,Point(-113.903 45.1781)
Tuliszków,3120,Point(18.283333333 52.066666666)
Ellsworth,3120,Point(-98.2292 38.7319)
Proctor,3120,Point(-92.225555555 46.747222222)
Millen,3120,Point(-81.94194 32.80528)
Beulah,3121,Point(-101.777222222 47.268055555)
Yerington,3121,Point(-119.165277777 38.985277777)
Calais,3123,Point(-67.2425 45.1661)
Pine City,3123,Point(-92.968611111 45.826111111)
Biała Rawska,3124,Point(20.483333333 51.8)
Dersca,3124,Point(26.2 47.983333333)
Valea Seacă,3124,Point(27.04594 46.24281)
Lead,3124,Point(-103.765833333 44.350833333)
Licking,3124,Point(-91.8575 37.4967)
Stamford,3124,Point(-99.79 32.9492)
Piney Point Village,3125,Point(-95.5161 29.7617)
Belitsa,3126,Point(23.562883 41.947846)
Clyde Hill,3126,Point(-122.216666666 47.630277777)
Pickens,3126,Point(-82.7075 34.881666666)
Shahbuz,3127,Point(45.573267082 39.407328766)
Pine City,3127,Point(-92.968611111 45.826111111)
Piney Point Village,3128,Point(-95.5161 29.7617)
Valchi Dol,3129,Point(27.547791 43.406211)
Valchi Dol,3129,Point(27.55 43.4)
Bad Axe,3129,Point(-83.000833333 43.801944444)
Garner,3129,Point(-93.604166666 43.098055555)
Chile Chico,3129,Point(-71.7293 -46.5376)
Tama,3130,Point(-92.575 41.966111111)
Pine City,3130,Point(-92.968611111 45.826111111)
Copăceni,3131,Point(26.079382 44.271623)
Ivaylovgrad,3132,Point(26.124134 41.527122)
Poroschia,3132,Point(25.36666667 43.93333333)
Soda Springs,3133,Point(-111.596 42.6581)
Wewoka,3133,Point(-96.494444444 35.149444444)
Lebus,3133,Point(14.533055555 52.416666666)
Schönwald,3133,Point(12.083333333 50.2)
Brebu Mânăstirei,3134,Point(25.771364 45.181596)
Bishop,3134,Point(-97.7994 27.5853)
Ocnele Mari,3134,Point(24.316666666 45.083333333)
Tsalka,3136,Point(44.095277777 41.598333333)
Cernica,3136,Point(26.275555555 44.425277777)
Grand Saline,3136,Point(-95.7114 32.6778)
Touissit,3137,Point(-1.76638889 34.47722222)
Baghdati,3138,Point(42.824722222 42.067777777)
Iuka,3139,Point(-88.195833333 34.810555555)
Henrietta,3141,Point(-98.2 33.816666666)
Grangeville,3141,Point(-116.121388888 45.926388888)
Orofino,3142,Point(-116.258888888 46.485555555)
Robins,3142,Point(-91.668611111 42.072777777)
Shannon Hills,3143,Point(-92.400833333 34.621944444)
Georgetown,3143,Point(-87.636111111 39.978611111)
Cuthbert,3143,Point(-84.793611111 31.770833333)
Valchedram,3144,Point(23.444752 43.696103)
Belitsa,3144,Point(23.562883 41.947846)
Tomnatic,3144,Point(20.65861111 45.98777778)
DeQuincy,3144,Point(-93.4356 30.4508)
Łasin,3145,Point(19.09 53.516388888)
Lauscha,3145,Point(11.15962 50.47687)
Gurkovo,3146,Point(25.795722 42.657393)
Döbern,3146,Point(14.6 51.616666666)
Nikolaevo,3147,Point(25.788848 42.629558)
Nicholls,3147,Point(-82.6378 31.5169)
Lychen,3147,Point(13.315333333 53.210055555)
Brillion,3148,Point(-88.066111111 44.175)
Oakridge,3148,Point(-122.463333333 43.746111111)
Crestview Hills,3148,Point(-84.5667 39.0264)
Pleasant Valley,3149,Point(-80.149166666 39.451388888)
Tipton,3149,Point(-91.129166666 41.770555555)
Klundert,3151,Point(4.5289 51.6628)
Miejska Górka,3152,Point(16.961111111 51.655555555)
Nevada City,3152,Point(-121.018611111 39.261388888)
Sonnewalde,3153,Point(13.649611111 51.695444444)
Dragomirești,3154,Point(24.2914 47.6669)
Tipton,3155,Point(-91.129166666 41.770555555)
Martvili,3156,Point(42.377777777 42.413888888)
Gentry,3158,Point(-94.484166666 36.266944444)
Red Bay,3158,Point(-88.138208 34.439898)
Kirtorf,3159,Point(9.1 50.766666666)
Wasserbillig,3160,Point(6.5 49.716666666)
Gura Ocniței,3160,Point(25.568462 44.941662)
Edcouch,3161,Point(-97.9633 26.2944)
Tishomingo,3162,Point(-96.6775 34.235555555)
Park Hills,3162,Point(-84.5308 39.0703)
Dravograd,3163,Point(15.017967473 46.59004243)
Rebra,3163,Point(24.5 47.31666667)
Iaslovăț,3163,Point(25.96666667 47.76666667)
Nyssa,3163,Point(-116.997 43.8792)
Wilamowice,3164,Point(19.15 49.9)
Barbourville,3165,Point(-83.879444444 36.861111111)
Reno,3166,Point(-95.472222222 33.669722222)
Belitsa,3167,Point(23.562883 41.947846)
Algoma,3167,Point(-87.442222222 44.608333333)
Traian,3168,Point(27.338091 44.760856)
Gillespie,3168,Point(-89.8164 39.1261)
Apața,3169,Point(25.533116 45.950432)
Shelby,3169,Point(-111.860277777 48.507222222)
Tsalenjikha,3170,Point(42.070611111 42.611722222)
Tallapoosa,3170,Point(-85.2833 33.75)
Mount Morris,3170,Point(-83.7 43.116666666)
Rjukan,3171,Point(8.583055555 59.881111111)
Certeze,3171,Point(23.460024 47.902997)
Brănești,3171,Point(25.412887 45.034674)
Madison,3171,Point(-90.151111111 38.683611111)
Spearman,3171,Point(-101.194166666 36.194444444)
Burlington,3172,Point(-102.269 39.3042)
Hiawatha,3172,Point(-95.515833 39.849167)
Văcărești,3173,Point(25.487628 44.857243)
Byrnes Mill,3173,Point(-90.5739 38.4353)
Sumner,3174,Point(-87.8666918 38.7173223)
Bishop,3174,Point(-97.7994 27.5853)
Blue Earth,3174,Point(-94.102222222 43.6375)
Bad Teinach-Zavelstein,3175,Point(8.688055555 48.688333333)
Mežica,3176,Point(14.853647 46.520581)
Marion,3176,Point(-87.317284 32.632838)
Warrior,3176,Point(-86.811455 33.813607)
Paris,3176,Point(-93.726111111 35.291666666)
East Prairie,3176,Point(-89.3847 36.7794)
Wilder,3176,Point(-84.4775 39.0472)
Egeln,3176,Point(11.433333333 51.95)
Zakroczym,3177,Point(20.616666666 52.433333333)
Kingman,3177,Point(-98.1139 37.6469)
Ślesin,3179,Point(18.3 52.366666666)
Shabla,3179,Point(28.53112 43.535504)
Shabla,3179,Point(28.534166666 43.539722222)
Gulyantsi,3179,Point(24.690437 43.637065)
Gulyantsi,3179,Point(24.693611111 43.641111111)
Dudeștii Noi,3179,Point(21.10055556 45.83777778)
Oșorhei,3179,Point(22.0167 47.05)
Zillah,3179,Point(-120.261 46.4036)
Cactus,3179,Point(-102.002222222 36.046111111)
Cuba,3181,Point(-91.4033 38.0631)
Ruen,3183,Point(27.282236 42.799787)
Kolonowskie,3183,Point(18.38493 50.65338)
Willemstad,3186,Point(4.4378 51.6919)
Fruitland Park,3186,Point(-81.913055555 28.858611111)
Denmark,3186,Point(-81.142222222 33.321111111)
Neusalza-Spremberg,3186,Point(14.529444444 51.038888888)
Turcoaia,3187,Point(28.183333333 45.116666666)
Brinkley,3188,Point(-91.1917 34.8903)
Șeica Mare,3189,Point(24.154722222 46.022777777)
Lodi,3189,Point(-89.531111111 43.314166666)
Kobylin,3190,Point(17.233333333 51.7)
Kobylin,3190,Point(17.22682 51.71645)
Cervenia,3190,Point(25.466666666 43.833333333)
Centralia,3190,Point(-89.1325 38.525277777)
Cassville,3190,Point(-93.869444444 36.68)
Williamson,3191,Point(-82.279722222 37.673888888)
Warin,3191,Point(11.710833333 53.799722222)
Kaisersesch,3191,Point(7.139444444 50.232222222)
Rushville,3192,Point(-90.563055555 40.121111111)
Stâlpu,3193,Point(26.711111111 45.083333333)
Providence,3193,Point(-87.7569 37.3983)
Gołańcz,3194,Point(17.301388888 52.948333333)
Belitsa,3194,Point(23.562883 41.947846)
Warrior,3194,Point(-86.811455 33.813607)
Hideaway,3194,Point(-95.4578496 32.4889587)
Baia de Fier,3195,Point(23.769425 45.17074)
New Holstein,3195,Point(-88.090833333 43.948055555)
Vineyard,3195,Point(-111.757777777 40.303888888)
Atoka,3195,Point(-96.1275 34.384166666)
Newton,3195,Point(-89.1594 32.325)
Marion,3196,Point(-88.07889 37.3325)
West Burlington,3197,Point(-91.164444444 40.820277777)
Nyssa,3198,Point(-116.997 43.8792)
Berga,3198,Point(12.166666666 50.75)
Valea Stanciului,3199,Point(23.866666666 43.983333333)
Louisiana,3199,Point(-91.0567 39.4458)
Dragoman,3200,Point(22.929661 42.921714)
Shahbuz,3200,Point(45.573267082 39.407328766)
Lunca de Sus,3200,Point(25.966666666 46.533333333)
Domnești,3201,Point(24.83333333 45.2)
Oakridge,3201,Point(-122.463333333 43.746111111)
Hideaway,3201,Point(-95.4578496 32.4889587)
Sansané Haoussa,3202,Point(1.60777778 13.84694444)
Williams,3202,Point(-112.19 35.249444444)
Glasgow,3202,Point(-106.636111111 48.195)
Brodhead,3203,Point(-89.376388888 42.618611111)
Orlat,3205,Point(23.967222222 45.751388888)
Oakridge,3205,Point(-122.463333333 43.746111111)
Perkins,3205,Point(-97.031944444 35.976666666)
Cleveland,3205,Point(-96.464722222 36.306388888)
Oakridge,3206,Point(-122.463333333 43.746111111)
Hodgenville,3206,Point(-85.738611111 37.571111111)
Tarnogród,3207,Point(22.742222222 50.360555555)
Valchedram,3207,Point(23.444752 43.696103)
Gluckstadt,3208,Point(-90.1008 32.5167)
Hillesheim,3209,Point(6.675 50.293055555)
Oakridge,3211,Point(-122.463333333 43.746111111)
Dadeville,3212,Point(-85.764288 32.832059)
Supetar,3213,Point(16.555277777 43.384444444)
Willcox,3213,Point(-109.835555555 32.255555555)
Nușfalău,3214,Point(22.703375 47.197125)
West Liberty,3215,Point(-83.2614 37.9164)
Belitsa,3216,Point(23.562883 41.947846)
Ladysmith,3216,Point(-91.1 45.463888888)
Kenova,3216,Point(-82.5786 38.3997)
Hanceville,3217,Point(-86.760908 34.063463)
Besenyszög,3217,Point(20.266666666 47.3)
Hohnstein,3218,Point(14.116666666 50.983333333)
Tsalka,3218,Point(44.095277777 41.598333333)
Dolna Mitropoliya,3218,Point(24.520057 43.468106)
Boardman,3220,Point(-119.699166666 45.835555555)
Carmel-by-the-Sea,3220,Point(-121.923333333 36.555277777)
Beach City,3221,Point(-94.862777777 29.7025)
Tipton,3221,Point(-91.129166666 41.770555555)
Barbourville,3222,Point(-83.879444444 36.861111111)
Lovrin,3223,Point(20.770277777 45.968055555)
Mount Shasta,3223,Point(-122.311388888 41.314444444)
Okemah,3223,Point(-96.305555555 35.431111111)
Warrior,3224,Point(-86.811455 33.813607)
Rona de Sus,3225,Point(24.0375 47.89777778)
