cityLabel,population,gps
Tarim,105552,Point(49.0 16.05)
Gresham,105594,Point(-122.439444444 45.503611111)
Brockton,105643,Point(-71.018888888 42.083333333)
San Mateo,105661,Point(-122.313055555 37.554166666)
Subotica,105681,Point(19.67 46.098333333)
Baghdad,105700,Point(43.683333333 34.6)
Itumbiara,105809,Point(-49.217777777 -18.42)
Nusaybin,105856,Point(41.216666666 37.083333333)
Koszalin,105883,Point(16.181666666 54.190277777)
Ariquemes,105896,Point(-63.040833333 -9.916111111)
Tyler,105995,Point(-95.300555555 32.350833333)
Komatsu,106023,Point(136.445527777 36.408333333)
São Pedro da Aldeia,106049,Point(-42.102777777 -22.838888888)
Westminster,106114,Point(-105.037222222 39.836111111)
Launceston,106153,Point(147.137777777 -41.444444444)
Dunedin,106200,Point(170.503611111 -45.874166666)
El Limón,106206,Point(-67.63361111 10.30027778)
El Limón,106206,Point(-67.63212 10.30589)
El Cajon,106215,Point(-116.96 32.798333333)
Caen,106230,Point(-0.370555555 49.182222222)
Tarnów,106259,Point(20.988333333 50.0125)
Dakhla,106277,Point(-15.95 23.716666666)
Musturud,106280,Point(31.292411111 30.138819444)
Passos,106290,Point(-46.61 -20.718888888)
Kemalpaşa,106298,Point(27.41552 38.42943)
Patos,106314,Point(-37.28 -7.024444444)
Nakhon Si Thammarat,106322,Point(99.962971228 8.436256717)
Indramayu,106390,Point(108.32 -6.326388888)
Tubarão,106422,Point(-49.006944444 -28.466944444)
Arvada,106433,Point(-105.0874842 39.8027644)
Catbalogan,106440,Point(124.883333333 11.783333333)
La Banda,106441,Point(-64.25 -27.733333333)
Hillsboro,106447,Point(-122.989722222 45.522777777)
Al-Safira,106460,Point(37.3725 36.076944444)
Pueblo,106595,Point(-104.620277777 38.266944444)
Erechim,106633,Point(-52.273888888 -27.633888888)
Tajimi,106746,Point(137.132027777 35.332777777)
Renton,106785,Point(-122.203444444 47.479916666)
Erdenet,106810,Point(104.044444444 49.027777777)
Erdenet,106810,Point(104.083333333 49.033333333)
Noyabrsk,106879,Point(75.451666666 63.201666666)
Ejido,107056,Point(-71.24087 8.54665)
Abuja,107169,Point(7.491388888 9.055555555)
Wa,107214,Point(-2.5 10.0667)
Bolzano,107317,Point(11.35478 46.498113)
Burbank,107337,Point(-118.328333333 34.180277777)
Araxá,107337,Point(-46.940833333 -19.592777777)
Cambé,107341,Point(-51.277777777 -23.275833333)
Jalpaiguri,107341,Point(88.733333333 26.516666666)
Gokarneshwor,107351,Point(85.4 27.73333333)
Basingstoke,107355,Point(-1.0876 51.2667)
Shinyanga,107362,Point(33.423055555 -3.661944444)
Green Bay,107395,Point(-88.015833333 44.513333333)
Mishima,107416,Point(138.918555555 35.1185)
South Fulton,107436,Point(-84.550525 33.601479)
Nikopol,107464,Point(34.4 47.566667)
Daraa,107500,Point(36.106111111 32.625277777)
Umm Qasr,107620,Point(47.929444444 30.034166666)
Chaman,107660,Point(66.45975 30.92102)
Greater Noida,107676,Point(77.536011111 28.496152777)
Clearwater,107685,Point(-82.764166666 27.973611111)
Labé,107695,Point(-12.283333333 11.316666666)
Inglewood,107762,Point(-118.346111111 33.9575)
Castelar,107786,Point(-58.65 -34.65)
Baía Farta,107841,Point(13.198693 -12.612801)
Thunder Bay,107909,Point(-89.2461 48.3822)
Seversk,107922,Point(84.85 56.6)
Berdiansk,107928,Point(36.788888888 46.755555555)
Kepanjen,107955,Point(112.566162854 -8.130094728)
Sarh,108061,Point(18.383333333 9.15)
Sandy Springs,108080,Point(-84.368611111 33.9375)
Boulder,108090,Point(-105.292777777 40.019444444)
Elgin,108188,Point(-88.28119 42.03725)
Yevpatoria,108248,Point(33.358333333 45.2)
Boulder,108250,Point(-105.292777777 40.019444444)
Mulhouse,108312,Point(7.339166666 47.748611111)
Novoshakhtinsk,108345,Point(39.916666666 47.766666666)
Habikino,108373,Point(135.606305555 34.557916666)
West Jordan,108383,Point(-111.976111111 40.606388888)
Toowoomba,108398,Point(151.95 -27.55)
Centennial,108418,Point(-104.843888888 39.596388888)
Sparks,108445,Point(-119.748722222 39.540472222)
Khardah,108496,Point(88.38 22.72)
Yasuj,108505,Point(51.583333333 30.666666666)
Anantnag,108505,Point(75.15 33.73)
Itaúna,108578,Point(-44.575833333 -20.075)
Khenchela,108580,Point(7.133333333 35.416666666)
Mascara,108587,Point(0.133333333 35.4)
Banyuwangi,108617,Point(114.366944 -8.218611)
Tondabayashi,108735,Point(135.59725 34.499638888)
Baia Mare,108759,Point(23.581944444 47.659722222)
Mersa Matruh,108774,Point(27.233333333 31.333333333)
Greeley,108795,Point(-104.7 40.416666666)
Maxixe,108824,Point(35.347222222 -23.859722222)
St. John's,108860,Point(-52.707222222 47.5675)
Bangaon,108864,Point(88.8317765 23.0434655)
Taitung City,108905,Point(121.144444444 22.758333333)
Talisay,108909,Point(122.966666666 10.733333333)
Tailândia,108969,Point(-48.952777777 -2.946944444)
Soma,108981,Point(27.60555556 39.18333333)
São Mateus,109028,Point(-39.858888888 -18.715833333)
Murom,109072,Point(42.051388888 55.5725)
Makeni,109125,Point(-12.044166666 8.881666666)
Marugame,109165,Point(133.797611111 34.289416666)
Sanda,109243,Point(135.225444444 34.889972222)
Yeongju,109266,Point(128.630833333 36.821666666)
Yeongju,109266,Point(128.586388888 36.874722222)
Tacurong,109319,Point(124.666666666 6.683333333)
Kamagaya,109370,Point(140.000805555 35.776833333)
Muriaé,109392,Point(-42.365833333 -21.130833333)
El Monte,109450,Point(-118.0275 34.073333333)
Gualeguaychú,109461,Point(-58.511111111 -33.007777777)
Bayugan,109499,Point(125.7481 8.7143)
West Covina,109501,Point(-117.918611111 34.056666666)
Ariquemes,109523,Point(-63.040833333 -9.916111111)
Pelabuhan Belawan,109554,Point(98.690555555 3.783055555)
Monte Grande,109644,Point(-58.466666666 -34.816666666)
Kecskemét,109651,Point(19.6917 46.9074)
Dera Ismail Khan,109686,Point(70.916666666 31.816666666)
Rotherham,109691,Point(-1.357222222 53.43)
Santa Maria,109707,Point(-120.433333333 34.951388888)
Winterthur,109775,Point(8.72671 47.4992)
Itabira,109783,Point(-43.226944444 -19.618888888)
Bernal,109914,Point(-58.283333333 -34.7)
Retalhuleu,109935,Point(-91.683333333 14.533333333)
Yeoju,109937,Point(127.638333333 37.293888888)
Altamira,109938,Point(-52.205833333 -3.202777777)
Costa Mesa,109960,Point(-117.91 33.67)
Pisco,109965,Point(-76.203205555 -13.709980555)
Dearborn,109976,Point(-83.213480555 42.311330555)
Bridgetown,110000,Point(-59.616666666 13.0975)
Tinaquillo,110000,Point(-68.3 9.91666667)
Temecula,110003,Point(-117.123611111 33.503333333)
Yamoussoukro,110013,Point(-5.274166666 6.816111111)
Ōmuta,110054,Point(130.445972222 33.030277777)
Asella,110088,Point(39.133333333 7.95)
Montego Bay,110115,Point(-77.916666666 18.466666666)
Hakusan,110135,Point(136.565583333 36.514416666)
Jeongeup,110194,Point(126.856111111 35.565277777)
Ourinhos,110282,Point(-49.870833333 -22.978888888)
Coronel Fabriciano,110290,Point(-42.628888888 -19.518888888)
Waterbury,110366,Point(-73.036944444 41.558333333)
Jena,110502,Point(11.586388888 50.927222222)
Manzini,110508,Point(31.366666666 -26.483333333)
Ahuachapán,110511,Point(-89.845277777 13.923888888)
Socopó,110512,Point(-70.82055556 8.23222222)
Quíbor,110536,Point(-69.577777777 9.928055555)
Trier,110570,Point(6.63935 49.75565)
Trier,110570,Point(6.641388888 49.756666666)
Kazo,110622,Point(139.601777777 36.131444444)
Everett,110629,Point(-122.200555555 47.963333333)
Santa Clarita,110642,Point(-118.542586 34.3916641)
Salamiyah,110683,Point(37.053055555 35.011111111)
Recklinghausen,110714,Point(7.2 51.616666666)
Kiffa,110714,Point(-11.404444444 16.616388888)
Ventura,110763,Point(-119.254206 34.26778)
Bokhtar,110800,Point(68.780277777 37.836388888)
Fasa,110825,Point(53.648055555 28.938055555)
Fasa,110825,Point(53.648333333 28.938333333)
Puerto Barrios,110846,Point(-88.6 15.73)
Khushab,110868,Point(72.35 32.291666666)
Namur,110939,Point(4.866666666 50.466666666)
Murrieta,110949,Point(-117.2025 33.569444444)
Tuzla,110979,Point(18.676111111 44.538055555)
Catalão,110983,Point(-47.941944444 -18.17)
Sugar Land,111026,Point(-95.614166666 29.599444444)
Argenteuil,111038,Point(2.2475 48.947777777)
Kamyshin,111100,Point(45.4 50.083333333)
Kasuga,111144,Point(130.470194444 33.532722222)
Midland,111147,Point(-102.09917 32.005)
Terni,111189,Point(12.65 42.566666666)
Montreuil,111240,Point(2.443055555 48.860277777)
Champdani,111251,Point(88.37 22.8)
Las Cruces,111385,Point(-106.779805555 32.314027777)
Villa Mercedes,111391,Point(-65.466666666 -33.666666666)
Parintins,111575,Point(-56.735833333 -2.627777777)
Vicenza,111620,Point(11.55 45.55)
Miami Gardens,111640,Point(-80.245555555 25.941944444)
Bergisch Gladbach,111645,Point(7.136666666 50.991666666)
Laoag,111651,Point(120.593611111 18.197777777)
Jaén City,111669,Point(-3.79028 37.76922)
Remscheid,111770,Point(7.187211111 51.180188888)
Colatina,111788,Point(-40.630833333 -19.538888888)
Lewisville,111822,Point(-97.0061 33.0383)
Ichinoseki,111824,Point(141.126583333 38.934722222)
Baybay,111848,Point(124.8 10.683333333)
Fujimi,111858,Point(139.549166666 35.856555555)
Pueblo,111876,Point(-104.620277777 38.266944444)
Funchal,111892,Point(-16.916666666 32.65)
Costa Mesa,111918,Point(-117.91 33.67)
Araruama,112008,Point(-42.342777777 -22.872777777)
Paarl,112045,Point(18.955833 -33.724167)
Pompano Beach,112046,Point(-80.125555555 26.234722222)
Corumbá,112058,Point(-57.652777777 -19.008888888)
Olmaliq,112078,Point(69.6 40.85)
Osmanabad,112085,Point(76.05 18.166666666)
Akishima,112110,Point(139.353527777 35.705666666)
Unaizah,112148,Point(43.994 26.084)
Shkodër,112276,Point(19.5 42.066666666)
Rouen,112321,Point(1.1025 49.443055555)
El Rosario de Soapire,112357,Point(-66.663888888 10.260555555)
Campo Largo,112377,Point(-49.527777777 -25.458888888)
Ōshū,112402,Point(141.139138888 39.144472222)
Kisii,112417,Point(34.7675 -0.6698)
Makeni,112428,Point(-12.044166666 8.881666666)
Ciudad de la Costa,112449,Point(-55.95 -34.816666666)
Otaru,112452,Point(140.994361111 43.190722222)
Higashiōmi,112459,Point(136.207527777 35.112583333)
Umuarama,112500,Point(-53.325 -23.765833333)
Lomas de Zamora,112580,Point(-58.4 -34.766666666)
Alphen aan den Rijn,112587,Point(4.65 52.133333333)
Carora,112600,Point(-70.078333333 10.169166666)
Lakeland,112641,Point(-81.958888888 28.041111111)
Lansing,112644,Point(-84.5467 42.7335)
Tayabas,112658,Point(121.583333333 14.016666666)
Fujimino,112745,Point(139.519777777 35.879527777)
Montero,112837,Point(-63.383333333 -17.333333333)
Saint-Denis,112852,Point(2.353888888 48.935555555)
Bariloche,112887,Point(-71.3 -41.15)
Sokodé,113000,Point(1.133333333 8.983333333)
Burdur,113077,Point(30.283333333 37.716666666)
Ioannina,113094,Point(20.852222222 39.663611111)
Açailândia,113121,Point(-47.505 -4.946944444)
Tōkai,113144,Point(136.902194444 35.023055555)
Peoria,113150,Point(-89.58899 40.69365)
Hōfu,113170,Point(131.562555555 34.051277777)
Bremerhaven,113173,Point(8.583333333 53.55)
Hikone,113191,Point(136.259722222 35.274361111)
Eunápolis,113191,Point(-39.58 -16.377777777)
Akçakale,113194,Point(38.947777777 36.710833333)
Durrës,113249,Point(19.455833333 41.324166666)
Novy Urengoy,113254,Point(76.678888888 66.084722222)
Erlangen,113292,Point(11.004444444 49.596388888)
Ubá,113300,Point(-42.942777777 -21.12)
Caraguatatuba,113317,Point(-45.412777777 -23.62)
Sacheon,113335,Point(128.3575 35.234722222)
Midyat,113367,Point(41.353055555 37.416666666)
Denton,113383,Point(-97.133333333 33.216666666)
Aalborg,113417,Point(9.916666666 57.05)
Comitán de Domínguez,113479,Point(-92.134166666 16.251111111)
Pul-e Khomri,113500,Point(68.7 35.95)
Broken Arrow,113540,Point(-95.783611111 36.036388888)
Maranguape,113561,Point(-38.685833333 -3.89)
Kuşadası,113580,Point(27.266873 37.8632398)
Koblenz,113638,Point(7.597777777 50.359722222)
Nagahama,113740,Point(136.278333333 35.380833333)
Poá,113793,Point(-46.345 -23.528611111)
Tawau,113809,Point(117.89115 4.24482)
Tawau,113809,Point(117.88306 4.29806)
Helsingborg,113828,Point(12.720996359 56.042411686)
Oktyabrsky,113929,Point(53.483333333 54.483333333)
Kakegawa,113954,Point(137.998388888 34.76875)
High Point,114059,Point(-79.9975 35.970555555)
Machakos,114109,Point(37.266666666 -1.516666666)
Salto,114171,Point(-47.286944444 -23.200833333)
Gresham,114247,Point(-122.439444444 45.503611111)
Downey,114355,Point(-118.130833333 33.938055555)
Jaramana,114363,Point(36.35 33.483333333)
Bizerte,114371,Point(9.873888888 37.274444444)
League City,114392,Point(-95.089722222 29.499722222)
Springfield,114394,Point(-89.64371 39.80172)
Waterbury,114403,Point(-73.036944444 41.558333333)
Odessa,114428,Point(-102.365555555 31.863333333)
Iriga,114457,Point(123.412222222 13.423055555)
Płock,114594,Point(19.7 52.55)
Bijeljina,114663,Point(19.216666666 44.75)
Hatsukaichi,114699,Point(132.331583333 34.348222222)
Carlsbad,114746,Point(-117.350996 33.158267)
Dum Dum,114786,Point(88.42 22.62)
Dum Dum,114786,Point(88.422777777 22.633333333)
Elgin,114797,Point(-88.28119 42.03725)
Mendoza,114822,Point(-68.833333333 -32.883333333)
Sano,114842,Point(139.5783 36.3144)
North Charleston,114852,Point(-80.016944444 32.885277777)
Uzhhorod,114897,Point(22.295 48.623888888)
Piraquara,114970,Point(-49.062777777 -25.441944444)
Niihama,114971,Point(133.283388888 33.960333333)
Ciudad Guzmán,115000,Point(-103.4617 19.704661111)
Swabi,115018,Point(72.466666666 34.116666666)
Obninsk,115029,Point(36.616666666 55.1)
Tucuruí,115144,Point(-49.672777777 -3.767777777)
Provo,115162,Point(-111.658527777 40.233833333)
Elbląg,115220,Point(19.4 54.166666666)
Beaumont,115282,Point(-94.126666666 30.08)
Antioch,115291,Point(-121.805833333 38.005)
Puerto Madryn,115353,Point(-65.0366104 -42.7729674)
Chelmsford,115369,Point(0.4798 51.7361)
Kitami,115441,Point(143.894444444 43.802777777)
Wilmington,115451,Point(-77.912222222 34.223333333)
Esbjerg,115459,Point(8.451388888 55.470833333)
Rhodes,115490,Point(27.92 36.17)
Sandvika,115543,Point(10.526388888 59.89)
Lowell,115554,Point(-71.314722222 42.639444444)
Três Lagoas,115561,Point(-51.678333333 -20.751111111)
Pedro Juan Caballero,115583,Point(-55.716666666 -22.566666666)
Nasushiobara,115602,Point(140.046055555 36.961722222)
Manchester,115644,Point(-71.463611111 42.990833333)
Sanxia District,115670,Point(121.3707733 24.9347007)
Linköping,115682,Point(15.625656134 58.409418037)
Sri Jayawardenepura Kotte,115826,Point(79.916388888 6.9)
Pattaya,115840,Point(100.893004 12.949565)
Urasoe,115855,Point(127.721861111 26.245694444)
Kars,115891,Point(43.095833333 40.607777777)
Valle de La Pascua,115902,Point(-66.010277777 9.203333333)
Valle de La Pascua,115902,Point(-66.00734 9.21554)
Victorville,115903,Point(-117.288333333 34.536111111)
Khon Kaen,115928,Point(102.8297 16.4297)
Khon Kaen,115928,Point(102.833333333 16.433333333)
Ras al-Khaimah,115949,Point(55.9479 25.7851)
Ras al-Khaimah,115949,Point(56.128333333 25.898611111)
Altamira,115969,Point(-52.205833333 -3.202777777)
Beppu,115992,Point(131.491277777 33.284611111)
Târgu Mureș,116033,Point(24.559722222 46.549722222)
Kilis,116034,Point(37.116666666 36.716666666)
Karatsu,116052,Point(129.96825 33.450083333)
Dimitrovgrad,116055,Point(49.583333333 54.233333333)
Aïn Beïda,116064,Point(7.392777777 35.796388888)
Itapipoca,116065,Point(-39.578888888 -3.493888888)
Qurayyat,116162,Point(37.34282 31.33176)
Dharan,116181,Point(87.266666666 26.816666666)
Himamaylan,116240,Point(122.866666666 10.1)
Coronel,116262,Point(-73.133333333 -37.016666666)
Orléans,116269,Point(1.904166666 47.902222222)
Westminster,116317,Point(-105.037222222 39.836111111)
Xai-Xai,116343,Point(33.65 -25.05)
Chittorgarh,116406,Point(74.623888888 24.889444444)
Cheltenham,116447,Point(-2.078427777 51.896519444)
Richmond,116448,Point(-122.347777777 37.935833333)
Reutlingen,116456,Point(9.216666666 48.483333333)
Santa Clara,116468,Point(-121.966666666 37.35)
Higashikurume,116477,Point(139.529861111 35.758)
Lira,116500,Point(32.9 2.248888888)
Conselheiro Lafaiete,116512,Point(-43.785833333 -20.66)
Ikoma,116518,Point(135.700527777 34.691888888)
Titagarh,116541,Point(88.37 22.74)
Yavatmal,116551,Point(78.133333333 20.4)
Nyíregyháza,116554,Point(21.716666666 47.95)
Göttingen,116557,Point(9.935555555 51.533888888)
Várzea Paulista,116601,Point(-46.827777777 -23.210833333)
Sassari,116641,Point(8.559166666 40.726666666)
Tatuí,116682,Point(-47.856944444 -23.355555555)
Nevinnomyssk,116751,Point(41.933333333 44.633333333)
Manpo,116760,Point(126.29 41.157)
Samal,116771,Point(125.733330555 7.05)
Konosu,116777,Point(139.522194444 36.065888888)
Bagé,116794,Point(-54.106944444 -31.330833333)
Ubá,116797,Point(-42.942777777 -21.12)
Araguari,116871,Point(-48.186944444 -18.648888888)
Gabela,116903,Point(14.366666666 -10.85)
Tandil,116917,Point(-59.133333333 -37.316666666)
Dąbrowa Górnicza,116930,Point(19.194722222 50.323888888)
Dąbrowa Górnicza,116930,Point(19.2374 50.31818)
Dąbrowa Górnicza,116930,Point(19.3213 50.371)
West Jordan,116961,Point(-111.976111111 40.606388888)
Frisco,116989,Point(-96.8131 33.1414)
Pinhais,117008,Point(-49.192777777 -25.445)
Sakakah,117063,Point(40.2 29.969722222)
Billings,117116,Point(-108.537222222 45.786666666)
Bizerte,117126,Point(9.873888888 37.274444444)
Matsubara,117186,Point(135.551861111 34.577861111)
Banfora,117200,Point(-4.758888888 10.630833333)
Menouf,117240,Point(30.933333333 30.466666666)
Heroica Guaymas,117253,Point(-110.8975 27.919166666)
Clearwater,117292,Point(-82.764166666 27.973611111)
Evansville,117298,Point(-87.555833333 37.974722222)
Bottrop,117311,Point(6.925269444 51.52325)
West Palm Beach,117415,Point(-80.064166666 26.709722222)
Evansville,117429,Point(-87.555833333 37.974722222)
Khenifra,117510,Point(-5.66 32.93)
La Asunción,117513,Point(-63.862777777 11.033333333)
Kabwe,117517,Point(28.45 -14.433333333)
Handa,117544,Point(136.938055555 34.891944444)
Luanshya,117579,Point(28.4 -13.133333333)
Meridian,117635,Point(-116.398888888 43.614166666)
Charallave,117707,Point(-66.862222222 10.243055555)
Nobeoka,117711,Point(131.664888888 32.582277777)
Votorantim,117794,Point(-47.437777777 -23.546944444)
Araguari,117825,Point(-48.186944444 -18.648888888)
Forlì,117863,Point(12.040833333 44.2225)
Aizuwakamatsu,117924,Point(139.92975 37.494833333)
Trento,117997,Point(11.11666667 46.06666667)
Nouadhibou,118000,Point(-17.033333333 20.95)
San Rafael,118009,Point(-68.335555555 -34.6175)
Codó,118038,Point(-43.885833333 -4.455)
Kartepe,118066,Point(30.0112827 40.7454357)
Ligao,118096,Point(123.516666666 13.216666666)
Lahti,118119,Point(25.654988 60.9803806)
Niğde,118186,Point(34.679166666 37.966666666)
Kampong Cham,118242,Point(105.45 12.0)
Besançon,118258,Point(6.021388888 47.242222222)
Cachoeirinha,118278,Point(-51.093888888 -29.950833333)
Guelmim,118318,Point(-10.066666666 28.983333333)
Kadoma,118319,Point(135.586861111 34.739138888)
Qatif,118327,Point(49.996856667 26.575152679)
Birigüi,118352,Point(-50.34 -21.288888888)
Igarassu,118370,Point(-34.905833333 -7.833888888)
Santa Cruz do Sul,118374,Point(-52.425833333 -29.717777777)
Cambridge,118403,Point(-71.106111111 42.375)
Butwal,118462,Point(83.45 27.7)
Iguala,118468,Point(-99.538333333 18.345)
Metz,118489,Point(6.176944444 49.119722222)
Bruges,118509,Point(3.224166666 51.208888888)
Barcarena,118537,Point(-48.625833333 -1.505833333)
Nowshera,118594,Point(71.974722222 34.015277777)
Sopore,118608,Point(74.47 34.3)
Beit Shemesh,118700,Point(34.988611111 31.751388888)
Thornton,118772,Point(-104.954 39.9031)
Roseville,118788,Point(-121.289444444 38.7525)
Darjeeling,118805,Point(88.263055555 27.0375)
